model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.05,0.54,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.07,0.52,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.09,0.62,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.1,0.72,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.5,0.56,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,1.0,0.4,1.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.01,0.7,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.03,0.92,8.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.05,0.76,5.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.07,0.8,5.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.09,0.82,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.1,0.78,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,0.5,0.9,2.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,long,wo_rf,1.0,1.0,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.01,0.14,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.03,0.38,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.05,0.68,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.07,0.92,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.09,0.92,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.1,0.88,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.5,0.1,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.01,0.14,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.03,0.18,8.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.05,0.2,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.07,0.3,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.09,0.22,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.1,0.26,8.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.01,0.08,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.03,0.1,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.05,0.28,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.07,0.16,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.09,0.5,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.1,0.64,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.5,0.38,5.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,1.0,0.3,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.01,0.06,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.03,0.1,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.05,0.04,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.07,0.08,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.09,0.08,8.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.1,0.06,6.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,0.5,0.56,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,w_rf,1.0,0.66,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.01,0.14,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.03,0.4,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.05,0.72,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.07,0.94,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.09,1.0,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.1,1.0,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.5,0.96,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,1.0,0.06,8.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.01,0.16,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.03,0.2,8.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.05,0.2,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.07,0.32,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.09,0.22,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.1,0.28,8.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.5,0.12,1.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,1.0,0.5,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.01,0.08,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.03,0.1,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.05,0.38,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.07,0.44,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.09,0.8,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.1,0.84,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.5,0.88,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,1.0,0.96,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.01,0.06,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.03,0.1,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.05,0.06,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.07,0.2,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.09,0.28,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.1,0.38,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,0.5,0.72,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,single,wo_rf,1.0,0.84,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.01,0.3,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.03,0.5,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.05,0.94,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.07,0.94,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.09,0.88,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.1,0.86,8.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.5,0.18,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.01,0.24,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.03,0.28,6.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.05,0.28,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.07,0.3,8.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.09,0.42,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.1,0.42,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.01,0.1,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.03,0.08,4.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.05,0.06,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.07,0.08,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.09,0.08,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.1,0.12,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.5,0.66,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,1.0,0.7,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.01,0.06,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.03,0.22,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.05,0.22,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.07,0.36,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.09,0.68,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.1,0.76,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,0.5,0.96,6.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,w_rf,1.0,0.98,2.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.01,0.3,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.03,0.5,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.05,0.96,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.07,1.0,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.09,0.98,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.1,1.0,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.5,1.0,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,1.0,0.98,6.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.01,0.26,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.03,0.3,6.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.05,0.32,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.07,0.38,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.09,0.46,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.1,0.5,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.5,0.26,1.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,1.0,0.3,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.01,0.1,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.03,0.08,4.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.05,0.06,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.07,0.08,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.09,0.12,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.1,0.14,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.5,0.96,6.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,1.0,1.0,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.01,0.06,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.03,0.22,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.05,0.24,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.07,0.4,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.09,0.68,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.1,0.76,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,0.5,1.0,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,long,long,wo_rf,1.0,1.0,6.0
